LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
HGY/2021/3352,Haringey,01/11/2021,Approved,All Other,"Use of rear part of ground floor and all of first and second floors as 1 x split level 2 bedroom unit (Apartment 10), 1 x studio apartment (Apartment 5S), 3 x 1 bedroom units (Apartments 2, 5 and 9A), 8 x 2 bedroom units (Apartments 1, 3, 4, 6A, 6B, 7, 8","Flats 1, 2, 3, 4, 5, 5S, 6A, 6B, 7, 8, 9, 9A and 10, Whymark House, 14, Whymark Avenue, London, N22 6DJ",,,,,,,,,13,0,13,,,Approved,10/06/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GKJ8AAO
21/P2184,Merton,04/06/2021,Approved,All Other,"ERECTION OF FIRST AND SECOND FLOOR EXTENSIONS, ROOF EXTENSION, AND INTERNAL ALTERATIONS TO CREATE 5 X NEW SELF-CONTAINED FLATS.",Flat,168A,Merton High Street,Colliers Wood,SW19 1AZ,,,,,5,0,5,,,Approved,05/07/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P2184
221249PACBSD,Ealing,23/03/2022,Approved,Prior Approval,"Change of use of part ground floor from shop (Class E) to Residential with external alterations to rear elevation (Use Class C3) (Class MA, 56 day Prior Approval Process)",255 Acton Lane,,Acton Lane,London,W4 5DG,,,,,1,0,1,,,Approved,23/05/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/221249PACBSD;
DM2022/00712,London Borough of Sutton,14/06/2022,Approved,All Other,"Erection of an attached two storey dwelling, accommodation in roof space, alterations to the existing roof to include a hip to gable and with refuse storage and cycle parking to the front of the proposed dwelling.",,27,Sorrento Road,,SM1 1QU,,,,,1,0,1,,,Approved,28/03/2023,,,
22/03183/FUL,London Borough of Croydon,12/09/2022,Approved,All Other,Erection of first and second floor extensions and a rear roof terrace and change of use of the first floor from Class E to Class C3 to provide 1 x 3 bed maisonette and alterations to the shopfront (resubmission of planning application 17/06295/FUL approved on 29.03.2018).,,5,Purley Road,,CR8 2HA,,,,,1,0,1,,,Approved,07/11/2022,,,
22/02789/FULL1,Bromley,14/07/2022,Approved,All Other,"Erection of rear dormer window, conversion of existing dwellinghouse into 2x 2-bedroom flats, with associated amenity space, boundary fences, cycle storage and bin storage",,90,London Road,,BR1 3RL,,,,,2,1,1,,,Approved,23/09/2022,,,
22/2803/192,London Borough of Barnet,25/05/2022,Approved,All Other,Demolition of the existing dwelling,,33,Lyonsdown Road,Station Road To Longmore Avenue,EN5 1JG,,,,,1,0,1,,,Approved,22/06/2022,,,
P/4331/22,Harrow,20/12/2022,Approved,All Other,Conversion of dwelling into two flats (1 X 3 bed and 1 X 2 bed); single and two storey rear extension; single storey rear extension; front porch,,23,Bell Close,Pinner,HA5 2AQ,,,,,2,1,1,,,Approved,21/02/2023,,,http://site.com?appref=P/4331/22-or-1235003
20/P1667,Merton,15/06/2020,Approved,All Other,RETENTION OF A GROUND FLOOR LEVEL COMMERCIAL PREMISE (CLASS E) AND THE CHANGE OF USE OF UPPER FLOOR TO PROVIDE 1X SELF-CONTAINED UNIT (C3 USE); DEMOLITION OF EXISTING WAREHOUSES AT REAR OF SITE AND ERECTION OF 7X TERRACE DWELLINGS.,,1C,Links Road,London,SW17 9ED,,,,,7,0,7,,,Approved,21/06/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=20/P1667
2022/5074/P,Camden,18/11/2022,Approved,All Other,"Erection of replacement rear dormer, single storey rear extension at lower ground floor, replacement of windows and installation of new door at rear ground floor and amalgamation of two flats into a single dwellinghouse",8 Sandwell Crescent,8,,London,NW6 1PB,,,,,0,1,-1,,,Approved,24/02/2023,,,
P2022/1236/FUL,Islington,16/05/2022,Approved,All Other,Proposed rear extension of existing commercial units at ground floor level and first floor rear extension and mansard extension as part of residential conversion and extension to provide 2no. self-contained flats comprising of 2x 1-bed.,,158,Seven Sisters Road,London,N7 7PL,,,,,2,1,1,,,Approved,06/12/2022,,,
P1547.21,Havering,04/08/2021,Allowed,All Other,"Single storey, 2-bed, detached dwelling with associated amenity space and parking, involving demolition of existing garages.",1 Cromer Road,,Hornchurch,,RM11 1EY,,,,,2,0,2,,,Refused,26/04/2022,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P1547.21
HGY/2021/2184,Haringey,26/07/2021,Approved,All Other,"Application for Non-Material Amendment to planning application ref: HGY/2018/3655 dated 23/12/2019. AMENDMENTs namely: minor design amendments to front and rear façade, internal reconfiguration, revised unit mix and additional 2 x one bedroom dwellings","Sterling House, 67, Lawrence Road, London, N15 4EY",,Lawrence Road,,N15 4EY,,,,,2,0,2,,,Approved,24/10/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJuiAAG
22/02761/FULL,Westminster,09/05/2022,Approved,All Other,Dual / alternative use of part of the first floor for either continued residential (Class C3) or office (Class E) use.,Egmont House,116,Shaftesbury Avenue,,W1D 5EW,,,,,1,0,1,,,Approved,15/06/2022,,,
0124/22,Redbridge,21/01/2022,Approved,All Other,"Demolish existing outbuildings. Erection of part 2, part 3 storey rear extension with roof terrace above. Loft conversion with rear dormer. Three rooflights. Alterations to fenestrations. To extend ground floor retail unit and create 3x self contained flats above (1x one bedroom, 2x two bedroom) with associated amenity space, cycle and refuse storage. (summary)",Development At 87 And 87a,,High Street,Barkingside,,,,,,5,1,4,,,Approved,10/06/2022,,,
211041,Waltham Forest,28/04/2021,Approved,All Other,Construction of a third floor on the rear building to provide two residential units and improvements to communal living space on the first floor roof.,"72 - 74 High Street, Walthamstow, London, E17 7LD",72 - 74,,,,,,,,2,0,2,,,Approved,17/01/2023,,,
21/3800/FUL,Richmond upon Thames,07/12/2021,Approved,All Other,Change of use of single dwelling house to provide one x 4 bedroom dwelling and one x 2 bedroom dwelling,,286,Staines Road,,TW2 5AS,,,,,2,1,1,,,Approved,07/11/2022,,,
2022/0920,Wandsworth,11/03/2022,Approved,All Other,Alterations including the erection of an additional floor of accommodation containing 6 flats (2 x 3-bedroom and 4 x 2-bedroom). (Amended plans and Heritage Statement provided),Chivelston,78,Wimbledon Park Side,London,SW19 5LH,,,,,6,0,6,,,Approved,07/10/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/0920
21/P3383,Merton,17/09/2021,Approved,All Other,ERECTION OF SINGLE STOREY REAR/SIDE EXTENSION AND REAR ROOF EXTENSON IN CONNECTION WITH CONVERSION OF DWELLINGHOUSE INTO 2 X SELF-CONTAINED FLATS (1 X 2 BED & 1 X 3 BED),,7,Cowdrey Road,Wimbledon,SW19 8TU,,,,,2,1,1,,,Approved,19/08/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P3383
2022/00809/FUL,Hammersmith & Fulham,31/03/2022,Approved,All Other,Change of use of the basement and ground floor level from retail (Class E) into a two bedroom self-contained maisonette (Class C3); alterations to existing shopfront to include the installation of new window glazing and entrance door; replacement of the existing door with a window to the rear elevation and a new window and door to replace the existing door to rear side elevation at basement level.,,324,King Street,,W6 0RR,,,,,1,0,1,,,Approved,27/06/2022,,,
222772FUL,Ealing,23/06/2022,Approved,All Other,"Conversion of single dwellinghouse into two self-contained flats; facilitated by single storey rear extension; rear roof extension, installation of two rooflights to front roof slope; and front porch extension",24 Marlow Road,,Marlow Road,Southall,UB2 4NS,,,,,2,1,1,,,Approved,23/08/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/222772FUL;
202919FUL,Ealing,27/07/2020,Approved,All Other,Conversion of first floor and second floor into a House in Multiple Occupation (Large HMO) ( Use Class Sui Generis) and associated external alterations involving the installation of a new staircase to the rear elevation and a first floor rear extension,2 - 6 The Broadway,,The Broadway,Southall,UB1 1PS,,,,,0,2,-2,,,Approved,27/04/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/202919FUL;
2022/2673,Wandsworth,22/09/2022,Approved,All Other,Alterations to include the erection of part single/ part two storey rear extension and first floor rear extension in connection with conversion of Flats B and C into a 4-bedroom flat.,Flat B,,Bolingbroke Grove,London,SW11 6EH,,,,,1,2,-1,,,Approved,14/03/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/2673
2022/1088,Wandsworth,22/03/2022,Approved,All Other,"Erection of front and rear roof extensions with terrace to rear to 67 - 85 Aslett Street, in connection with the creation of 7 additional 2-bedroom units together with elevational alterations.",,67,Aslett Street,London,SW18 2BE,,,,,7,0,7,,,Approved,24/01/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1088
22/01203/FULL,London Borough of Barking and Dagenham,12/07/2022,Approved,All Other,"Demolition of existing outbuilding and the construction of a two storey rear extension to provide two new 1xbedroom flats with a new entrance on the front elevation, and alterations to the existing HMO unit including the relocation of the access staircase",,264,RAINHAM ROAD SOUTH,,RM10 7UU,,,,,2,0,2,,,Approved,16/08/2022,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=30543
224652FUL,Ealing,01/11/2022,Approved,All Other,Construction of a two-storey dwellinghouse including excavation to provide a basement level (following demolition of existing garage),37 Kingscote Road,,Kingscote Road,London,W4 5LJ,,,,,1,0,1,,,Approved,22/12/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/224652FUL;
22/1838/FUL,London Borough of Barnet,06/04/2022,Approved,All Other,"Demolition of the existing dwelling and erection of a replacement dwelling including new basement level and rooms in the roofspace. Provision of 2no. off-street car parking spaces, external amenity space, cycle storage and refuse & recycling facilities",,18,Church Mount,East Finchley,N2 0RP,,,,,0,1,-1,,,Approved,19/05/2022,,,
HGY/2022/0823,Haringey,22/03/2022,Approved,All Other,"Demolition of the existing buildings and structures and erection of new mixed-use buildings including residential (Use Class C3), commercial, business and service (Class E) and local community and learning (Class F) floorspace; energy centre (sui generis)","Broadwater Farm Estate, London, N17",,Broadwater Farm Estate,,N17,,,,,294,0,294,,,Approved,07/03/2023,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GIcWAAW
21/05258/FULL1,Bromley,10/01/2022,Approved,All Other,"Elevational alterations to front, side and rear in conjunction with conversion of first floor from offices to residential (C3) use to provide 2 no. two bedroom flats and 1 no. studio flat",,5,Albemarle Road,,BR3 5HZ,,,,,3,0,3,,,Approved,11/04/2022,,,
22/01697/FUL,London Borough of Croydon,22/04/2022,Approved,All Other,Erection of extensions to outbuilding and replacement of outbuilding roof with new pitched roof with gable ends and dormer extensions to side roof slopes; use of the extended outbuilding as a two bedroom dwellinghouse with access from Oak Avenue (renewal of 19/01676/FUL permission).,,838,Wickham Road,,CR0 8ED,,,,,1,0,1,,,Approved,12/07/2022,,,
2022/1112,Hackney,10/05/2022,Approved,All Other,Excavation of basement extension including installation of rear lightwells to facilitate the enlargement of the existing studio unit to a 2-bedroom unit.&nbsp;,Basement Flat,447,KINGSLAND ROAD,HACKNEY,E8 4AU,,,,,1,1,0,,,Approved,01/08/2022,,,/planning/index.html?fa=getApplication&id=73317
22/P0842,Merton,15/03/2022,Approved,All Other,ERECTION OF MANSARD ROOF EXTENSION AND CHANGE OF USE OF USE FROM COMMERCIAL UNIT TO CREATE 1 X SELF-CONTAINED FLAT,,1B,Victory Road,Wimbledon,SW19 1HW,,,,,1,0,1,,,Approved,06/02/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P0842
2022/1057/P,Camden,15/03/2022,Approved,All Other,Amalgamation of flat at 110A and maisonette at 110 Regent's Park Road to form a single dwellinghouse.,,110,Regent's Park Road,London,NW1 8UG,,,,,0,1,-1,,,Approved,01/07/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1057/P
HGY/2021/3175,Haringey,08/11/2021,Approved,All Other,"Hybrid Planning application seeking permission for 1) Outline component comprising demolition of existing buildings and creation of new mixed-use development including residential (Use Class C3), commercial, business & service (Use Class E), business (Use","High Road West, London, N17",,,,,,,,,2672,297,2375,,,Approved,31/08/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GCavAAG
22/3204/FUL,London Borough of Barnet,17/06/2022,Approved,All Other,Conversion of existing HMO and flat into 3no. self contained dwellings,,135,Station Road,Finchley Central,N3 2SP,,,,,3,2,1,,,Approved,30/08/2022,,,
22/00584/FUL,London Borough of Croydon,20/07/2022,Approved,All Other,"Partial conversion of the lower ground floor into a studio flat, with single storey rear extension to facilitate an associated rear lightwell, and changes to facade at lower ground floor level",,269,Violet Lane,,CR0 4HN,,,,,1,0,1,,,Approved,10/10/2022,,,
P2020/3607/FUL,Islington,18/12/2020,Approved,All Other,"Proposed demolition of 43 existing garages onsite, and construction of 6 two storey plus basement level and 1 single storey mews houses, including provision of onsite cycle parking, refuse storage, landscaping and private amenity space.",Garage 1,,Cardozo Road,London,,,,,,7,0,7,,,Approved,22/04/2022,,,
22/0663/FUL,Richmond upon Thames,21/03/2022,Approved,All Other,"Demolition of existing outbuilding. Erection of side/rear extension to additional office floorspace and create 1 x 1 bed flat with associated landscaping, cycle and refuse storage facilities.",,53,Sheen Lane,East Sheen,SW14 8AB,,,,,1,0,1,,,Approved,30/11/2022,,,
22642/APP/2022/1923,Hillingdon,16/06/2022,Approved,All Other,"Demolition of the existing dwelling and erection of a part one, part two, and part three storey building comprising 8 flats (1 x studio, 5 x 1-bed, 1 x two-bed, 1 x three-bed) with 4 parking spaces",169 JOEL STREET,169,Joel Street,Eastcote,HA5 2PD,,,,,17,1,16,,,Approved,17/09/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=22642/APP/2022/1923
22/03183/LDCP,London Borough of Lambeth,05/09/2022,Approved,All Other,Application for Certificate of Lawfulness (Proposed) with respect to the change of use from a single dwelling (Use Class C3) to HMO (Use Class C4).,17 Melbourne MewsLondonLambethSW9 6PY,,,,,,,,,1,2,-1,,,Approved,25/10/2022,,,
