LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
23/00861/CPU,Royal Borough of Kingston (LA Code),31/03/2023,Approved,All Other,Change of use from C3 (Dwellinghouse) to C4 (Six bed HMO),3 Lower Green GardensWorcester ParkKingston Upon ThamesKT4 7NX,3,Lower Green Gardens,,KT4 7NX,,,,,1,1,0,,,Approved,26/05/2023,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RSDI5DNHMVN00
23/03226/FULL,Westminster,18/05/2023,Approved,All Other,"Use of the property as five residential units (Class C3), external works to pavement vault area to provide a cycle and refuse store and building services plant room; installation of a rooflight to the rear facing roof slope; repair works to include insulation within the roof of the terrace; thermal insulation of the rear extension, replacement windows; repair the street facing stucco work and bay window at lower ground floor and cracks in the first floor balcony and internal works. (Linked with 23/03227/LBC)",,131,Gloucester Terrace,,W2 6DX,,,,,5,1,4,,,Approved,19/12/2023,,,
23/4154/FUL,London Borough of Barnet,02/10/2023,Approved,All Other,Conversion of rear part of existing ground floor shop and ancillary first floor C3 unit into 3no. self-contained flats with associated alterations and amenity space including ground and first floor rear extension and roof extension to two-storey flat roof to create a new pitched roof and side facing rooflights,,"61, 63",High Road,East Finchley,N2 8AB,,,,,3,0,3,,,Approved,20/12/2023,,,
75611/APP/2023/3270,Hillingdon,10/11/2023,Approved,All Other,"Erection of 2 No. new dwellings comprising of 2 bedroom semi detached properties with associated parking, amenity space and new vehicular access on land adjacent to the existing dwelling and the erection of a Single storey rear extension to existing property at No. 27.",27 PRINCES PARK AVENUE,,HAYES,,UB3 1LD,,,,,2,0,2,,,Approved,06/02/2024,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=75611/APP/2023/3270
2022/1603,Hackney,28/06/2022,Approved,All Other,"Extension at ground and first floor to the side, part basement level and rear of an existing two storey, three bedroom dwelling and a two storey extension above the existing house to create 2No. additional self-contained residential units with associated private amenity and communal refuse and cycle storage.",Londesborough House,1,LONDESBOROUGH ROAD,HACKNEY,N16 8RJ,,,,,2,0,2,,,Approved,28/02/2024,,,/planning/index.html?fa=getApplication&id=73808
2020/4129,Hackney,07/01/2021,Approved,All Other,"Erection of ground, first and second floor extensions to the rear and a roof extension to extend the existing public house facilities, retention of 4 studio flats at first floor and the conversion of the remaining 5 studio flats at second floor into 2 new units, creation of new unit in the mansard of the host building,&nbsp;creating a total uplift of&nbsp;4 new residential units at the site, with associated refuse and cycle provision.&nbsp;",Finsbury Park Hotel,336,GREEN LANES,HACKNEY,N4 1BY,,,,,11,9,2,,,Approved,19/05/2023,,,/planning/index.html?fa=getApplication&id=69246
22/02044/FUL,Lambeth,07/06/2022,Approved,All Other,Erection of a single storey roof extension to provide 2 residential (Class C3) units across 39-42 Birkwood Close.,39-42 Birkwood Close,,Development Control Pseudo Street,,SW12 0AU,,,,,2,0,2,,,Approved,06/04/2023,,,
2023/02796/FUL,London Borough of Hammersmith and Fulham,15/11/2023,Approved,All Other,"Deconversion of the existing property from 2no. self-contained flats into a single family dwellinghouse; erection of a single storey rear extension, to the side and rear of the existing back addition; replacement of door opening and railings to the rear elevation at first floor level; replacement of existing windows to the front elevation; alterations to the front garden boundary wall; and erection of a timber recycling and refuse store within the front garden.",40 And 40A Niton StreetLondonSW6 6NJ,,,,,,,,,1,3,-2,,,Approved,02/02/2024,,,
73845/APP/2021/4350,Hillingdon,26/11/2021,Approved,All Other,"Demolition of existing building and erection of 3 no. 2-bedroom 3 or 4 people flats, 1 no. 1-bedroom 2 people flat and 1 no. studio flat",226 STATION ROAD,,HAYES,,UB3 4AN,,,,,5,1,4,,,Approved,13/10/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=73845/APP/2021/4350
23/06441/FULL,Westminster,18/09/2023,Approved,All Other,"Dual/Alternative use of the first, second, and third floors for either office (Class E(c)(g)) or residential (Class C3)",First Floor To Third Floor,25,Beak Street,,W1F 9RT,,,,,3,3,0,,,Approved,23/11/2023,,,
2020/3833,Hackney,08/02/2021,Approved,All Other,"Excavation of front and rear lightwells; insertion of a stair, rear elevational alterations; erection of two storey rear extension at basement and ground floor levels and a replacement single storey ground floor rear extension; erection of a roof extension; to facilitate conversion of existing property from 2 flats (1 x one bed, 1 x three bed) into 3 flats (1 x three bed, 1 x two bed and 1 x one bed).",,21,DUNLACE ROAD,HACKNEY,E5 0NF,,,,,3,2,1,,,Approved,29/06/2023,,,/planning/index.html?fa=getApplication&id=69227
2023/1274/P,Camden,14/04/2023,Approved,All Other,"Change of use of part ground, first and second floor from retail (Class E) into residential (C3), erection of single storey outrigger extension on the first floor, with french doors and terrace at new side and rear windows and alterations to the shopfront on ground floor.",71 Camden High Street,71,,London,NW1 7JL,,,,,1,0,1,,,Approved,02/08/2023,,,
2022/01792/FUL,London Borough of Hammersmith and Fulham,23/06/2022,Approved,All Other,"Erection of an additional floor at roof level, erection of rear extension at first floor and a replacement ground floor rear extension in connection with the part change of use of the ground floor from retail (Class E) into residential (Class C3) and creation of 5Nos. self-contained flats on the proposed first and second floors, and creation of refuse and bike stores at ground floor level; creation of new internal staircase together with formation of new door openings fronting Clem Attlee Court elevation at ground floor level; formation of a roof terrace at first floor level to the rear elevation and balconies at the first and second floors front elevation; alterations to existing shopfront to include installation of new doors and glazing to replace the existing doors at ground floor level.",,250B,North End Road,,SW6 1NJ,,,,,6,1,5,,,Approved,01/06/2023,,,
23/00417/CLP,London Borough of Newham,11/04/2023,Approved,All Other,Certificate of Lawfulness (Proposed) for use as Class C3(b) (small children's care home for up to five people living together as a single household and receiving care including a permanent full-time resident carer).,106 Barking Road East Ham London Newham E6 3BP,,,,E6 3BP,,,,,1,0,1,,,Approved,06/10/2023,,,
0187/23,Redbridge,08/02/2023,Approved,All Other,Change of use from a maisonette to small HMO for up to five people with associated cycle parking. (Summary),,60A,Ilford Lane,,IG1 2JZ,,,,,1,1,0,,,Approved,06/04/2023,,,
2023/01890/PMA56,London Borough of Hammersmith and Fulham,20/07/2023,Approved,Prior Approval,Change of use of the first floor from commercial use (Class E) into 2 x 1 and 2 x 2 bedroom self-contained flats (Class C3).,Bridge Studios,"318, 326",Wandsworth Bridge Road,,SW6 2TZ,,,,,4,0,4,,,Approved,24/01/2024,,,
20/00692/FUL,Lambeth,15/12/2020,Approved,All Other,"Erection of a side extension at second floor level and an additional floor to provide five residential units, together with the provision of refuse and cycle stores.",248-250 Norwood Road,,Development Control Pseudo Street,,SE27 9AW,,,,,5,0,5,,,Approved,17/04/2023,,,
2023/0933/P,Camden,13/04/2023,Approved,All Other,Conversion of 1 x 1 bedroom flat and 1 x 4 bedroom dwelling into 1 x 5 bedroom dwellinghouse.,77 Lawn Road,77,,London,NW3 2XB,,,,,1,2,-1,,,Approved,07/06/2023,,,
22/4698/FUL,London Borough of Barnet,20/09/2022,Approved,All Other,"Demolition of the existing building and construction of a part-3, part-4 storey building with basement level to provide 17no. self-contained residential dwellings. Associated amenity space, refuse storage, cycle parking and basement car parking",The Grange Elderly Persons Home,33,Woodside Grange Road,North Finchley,N12 8SP,,,,,17,0,17,,,Approved,27/11/2023,,,
22/02450/FUL,Lambeth,15/07/2022,Approved,All Other,"Extension/excavation to the basement to create 2 additional 2-bed residential units, including lightwells, new entrance gates, external stairs, and amenity spaces, plus the provision of refuse and cycle storages. Alterations to the ground floor flats with the replacement of the rear extension, the replacement of a rear window with glazed double doors and the installation of 1.7m high of privacy screens.",20-22 Kendoa Road,,Development Control Pseudo Street,,SW4 7NB,,,,,2,0,2,,,Approved,12/10/2023,,,<enter PA URL here>
2021/04067/FUL,London Borough of Hammersmith and Fulham,24/12/2021,Approved,All Other,Erection of 2no. dormer windows to the rear elevation at roof level in connection to the conversion of existing attic into 1 x two bedroom self-contained flat; removal of 1no. rooflight to the rear roofslope.,206 And 208 Hammersmith Road London W6 7DP,,,,,,,,,1,0,1,,,Approved,24/05/2023,,,
78099/APP/2023/1735,Hillingdon,15/06/2023,Approved,All Other,Alterations to the existing house including the conversion of garage to habitable use and raising of garage roof height and erection of an attached 3-bedroom dwelling on land adjacent.,2F BEACON CLOSE,,UXBRIDGE,,UB8 1PX,,,,,1,0,1,,,Approved,02/11/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=78099/APP/2023/1735
22/03560/FULL1,Bromley,09/09/2022,Allowed,All Other,"Demolition of existing dwelling and detached garage/outbuilding and erection of detached three/four storey block of flats (9 flats) with widening of existing vehicular access, formation of parking spaces at front and access drive to rear and construction of 2 no. detached garage blocks comprising 9 garage spaces along with associated landscaping and refuse/recycling storage.",,10,Kemerton Road,,BR3 6NJ,,,,,9,1,8,,,Refused,12/12/2022,,,
2021/03265/FUL,London Borough of Hammersmith and Fulham,21/10/2021,Approved,All Other,Conversion of the first and second floor level into 2 x 2 bedroom self-contained flats. (revised description).,,393,King Street,,W6 9NJ,,,,,2,0,2,,,Approved,17/10/2023,,,
11775/APP/2023/474,Hillingdon,17/02/2023,Approved,All Other,Construction of a 2-bed detached house along with single storey rear extension to existing house and demolition of existing garage,25 SIPSON LANE,,HARLINGTON,,UB3 5EH,,,,,1,0,1,,,Approved,30/06/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=11775/APP/2023/474
DM2023/01827,Sutton,04/12/2023,Approved,Prior Approval,Prior Approval in relation to the erection of 1 new floor and additional accommodation within the roof space to provide 10 self contained residential units and an additional cycle and refuse store.,Harrow Lodge,28,Eaton Road,,SM2 5EE,,,,,10,0,10,,,Approved,21/03/2024,,,
0223/23,Redbridge,25/01/2023,Approved,All Other,Change of use from Dwelling House to Children's Home. Single-storey rear extension. (summary),,65,Norfolk Road,Seven Kings,IG3 8LJ,,,,,0,1,-1,,,Approved,11/04/2023,,,
2021/01101/OUT,London Borough of Hammersmith and Fulham,07/04/2021,Approved,All Other,"Outline planning application (All Matters Reserved) for mixed use scheme, erection of new buildings ranging from 30m-122m AOD above podium plus basement level. Provision of up to 1,700 or 164,974 sqm (Gross Internal Area) (Class C3) residential units with associated private and communal garden areas and amenity spaces, provision of up to 2,510 sqm (Class E / F.2) (Gross Internal Area), provision of basement level car park and associated development including new and enhanced public realm across the site with new open spaces, vehicular access and servicing facilities. [Revised Description of Development and Revised Plans and Documents submitted]",Land North Of Westfield Shopping Centre,,Ariel Way,,,,,,,1761,0,1761,,,Approved,24/01/2024,,,
2022/1374,Hackney,01/06/2022,Approved,All Other,"Excavation and extension of existing basement together with front and rear lightwells, replacement of front garage door with bay window, and erection of new front boundary wall. Erection of single storey rear extension, and Erection of rear dormer to facilitate the conversion of the existing dwelling into 3 self-contained flats together with cycle and refuse storage.",,101,OSBALDESTON ROAD,HACKNEY,N16 6NP,,,,,3,1,2,,,Approved,26/02/2024,,,/planning/index.html?fa=getApplication&id=73633
2020/4673/P,Camden,12/10/2020,Approved,All Other,Demolition of existing single storey lock-up shed building and erection of a 2 storey mews residential property.,Former 2,2,Early Mews,London,NW1 7HG,,,,,1,0,1,,,Approved,20/09/2023,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2020/4673/P
21/6331/FUL,London Borough of Barnet,06/12/2021,Approved,All Other,"Conversion and extension to roof, including hip to gable extension, raising of ridge level, and addition of rooflights to front elevation and rooflights and 3 No. dormer windows to rear elevation to provide 3no self-contained flats. Two storey rear extension to extend ground and first floor flats.",Edgwarebury Court,,Edgwarebury Lane,,HA8 8LP,,,,,6,2,4,,,Approved,09/01/2024,,,
2023/1912/P,Camden,11/05/2023,Approved,All Other,Amalgamation of two flats into one and associated alterations on the lower ground floor rear elevation; erection of outbuilding,Basement Flat,,13 Elsworthy Terrace,London,NW3 3DR,,,,,1,2,-1,,,Approved,18/08/2023,,,
22/P1819,Merton,10/06/2022,Approved,All Other,"DEMOLITION OF THE EXISTING ENTRANCE TO WIMBLEDON CHASE STATION AND ADJACENT RETAIL UNITS AND 45-48 ROTHESAY AVENUE AND THE ERECTION OF A NEW STATION ENTRANCE AND BUILDING RANGING IN HEIGHT BETWEEN FOUR TO NINE STOREYS WITH RETAIL USE AT GROUND FLOOR, WITH 75 RESIDENTIAL FLATS ABOVE, ON FIRST TO EIGHTH FLOOR , ASSOCIATED VEHICLE AND CYCLE PARKING, REFUSE AND PLANT.",Wimbledon Chase Railway Station,,Kingston Road,Raynes Park,SW20 8JT,,,,,157,4,153,,,Approved,01/02/2024,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P1819
